Estado,Sumatoria,Mediana,Varianza
Healthy,3.17981342358942e-08,4.6186272332896316e-10,3.493417116647047e-06
Healthy,4.5989447752749044e-08,2.6570856501608926e-10,3.260387317668774e-06
Healthy,3.002933770503337e-08,2.8417340964003566e-10,2.8773762029503185e-06
Healthy,3.846373075156218e-08,2.1218675421797604e-10,3.013387486953884e-06
Healthy,2.7633016245312592e-08,2.3414383712190206e-10,2.650855954915307e-06
Healthy,8.154830659619891e-09,4.082004129605489e-11,8.165027175166085e-07
Healthy,6.2449663158123745e-09,3.802104195181744e-11,7.931651048471786e-07
Healthy,6.991723162715139e-09,5.572408953143927e-11,7.132228222054719e-07
Healthy,8.469237306150946e-09,7.221510431200114e-11,1.371770788284305e-06
Healthy,7.636444411854374e-09,3.7932054245077274e-11,7.080298160397751e-07
Healthy,5.184780117649345e-09,4.693646808260148e-11,8.343963898151106e-07
Healthy,4.882857260153452e-09,4.8457483640064074e-11,7.588568866183294e-07
Healthy,7.758872159509457e-09,6.830317721673959e-11,1.1000850175235365e-06
Healthy,3.1264080066469206e-09,3.91487417118536e-11,9.725531346174437e-07
Healthy,1.5391589664236846e-08,8.543073874393921e-11,1.4683915394098063e-06
Healthy,3.6911623832397074e-08,6.488646717916028e-10,7.77442817319147e-06
Healthy,3.67872069900099e-08,7.482078924561264e-10,6.31138578037243e-06
Healthy,7.449234375939113e-08,5.647058068817611e-09,8.399666232698064e-06
Healthy,9.920904447331052e-08,5.371263329366865e-09,9.732221972494684e-06
Healthy,8.253412465894956e-08,4.651111794213142e-09,7.1877209882160715e-06
Healthy,5.5620657268070594e-08,5.568440514939647e-09,7.96797212605442e-06
Healthy,4.847803426925571e-08,3.47071433149159e-09,7.184707495491979e-06
Healthy,8.608983615064069e-08,3.138793724842377e-09,6.161230344963277e-06
Healthy,9.364651382705759e-08,9.97372118677872e-09,1.36345151643389e-05
Healthy,2.5679899414028857e-08,7.047215328206716e-10,2.431801906406051e-06
Healthy,2.0730552590801297e-08,3.8707961980078144e-10,1.9943549202435684e-06
Healthy,2.6326912733679292e-08,5.263853187193386e-10,2.0063727701783293e-06
Healthy,2.0656311810792295e-08,6.927378434059865e-10,2.4945042272891434e-06
Healthy,2.1493624246529184e-08,6.149979761369362e-10,1.9802635846661647e-06
Healthy,2.7539827739324216e-08,4.59911845050001e-10,2.7446190094811314e-06
Healthy,7.886223531936354e-08,1.7665238883134978e-09,5.6069923848842475e-06
Healthy,7.963975514453635e-08,1.9260662804293507e-09,7.3303540467376764e-06
Healthy,5.0307959081192614e-08,1.7296036986587817e-09,5.274666989707412e-06
Healthy,3.265663500333613e-08,1.2025040070662542e-09,4.656248029086043e-06
Healthy,6.56304303859759e-08,8.800147998906772e-09,1.8098999431695693e-05
Healthy,9.862564455143477e-08,9.690175017334179e-09,1.4483725121236124e-05
Healthy,1.1283484282332145e-07,7.0895403741169016e-09,1.2870097452987383e-05
Healthy,4.154642969285805e-08,5.089170160358414e-09,9.445636880700284e-06
Healthy,6.289927953103923e-08,3.9020068827894425e-09,7.81991801249801e-06
Healthy,3.120417232878908e-08,1.4806990924725272e-09,3.1504917930360242e-06
Healthy,6.667238081413107e-08,4.134322764519925e-09,8.135362136713862e-06
Healthy,2.3183893244281503e-08,3.01639394990099e-09,4.834062680239814e-06
Healthy,4.2274872784031436e-08,3.93448431532409e-09,7.309872323958422e-06
Healthy,4.4202003382601366e-08,3.1314101631214574e-09,6.576197998447572e-06
Healthy,1.1537549816998751e-08,1.6390112812186126e-09,2.195412237207732e-06
Healthy,1.4173520820351091e-08,1.1230587980231635e-09,2.023949626154972e-06
Healthy,2.797517093875734e-08,2.273119701414993e-07,0.00043831445414373784
Healthy,6.839173683560449e-08,2.4417224188976076e-07,0.0004457404165976663
Healthy,1.779399857205928e-08,1.4234641621596627e-07,0.0002720970020096377
Healthy,1.719510738286601e-08,1.298192723875427e-07,0.0002202272627903465
Healthy,4.209982949310011e-08,1.4664502780562761e-07,0.00027967293862058763
Healthy,1.5060467927395103e-08,1.543166242509698e-07,0.00026702441838126484
Healthy,1.905929530335924e-08,8.862288102632982e-08,0.00016316118987215318
Healthy,4.019457760020038e-08,8.150986033716452e-10,1.8732698725128283e-05
Healthy,2.8350124974452226e-07,5.997190656155099e-10,3.971470517706926e-05
Healthy,1.1324522184405742e-05,2.0884749263430555e-07,0.0018040004164348613
Healthy,4.251754354057797e-05,2.330993419129879e-06,0.011616406059843768
Healthy,2.5556643533475346e-05,9.953004728315507e-07,0.007397473697313891
Healthy,5.822782871172916e-05,2.3164357871943024e-06,0.011054175895537113
Healthy,3.136165854482856e-05,2.955583901930375e-06,0.011905856300963868
Healthy,2.5367351698935914e-05,1.2316577329225203e-06,0.006336182359820793
Healthy,1.6437148782874867e-05,8.185244454294162e-07,0.005316305433434694
Healthy,1.0097429525872842e-06,2.6286815566761507e-07,0.0003429999242449343
Healthy,7.982950819518949e-07,3.683558724055562e-07,0.0004260601902388153
Healthy,6.057847433728243e-07,2.726394388457403e-07,0.0003515143506619313
Healthy,8.273961258064431e-07,3.0493601562116544e-07,0.0004188614804120129
Healthy,1.4285110824710733e-06,3.657872439693668e-07,0.0004655276037187298
Healthy,7.666974525590576e-06,1.9003422056608988e-07,0.0014250396364372182
Healthy,7.305125793955324e-06,1.7621789467755448e-07,0.0011899634116015949
Healthy,9.410452938454629e-06,1.8106520728903368e-07,0.001238805407680277
Healthy,1.2018105869923186e-05,2.546780425080501e-07,0.0017101062284369047
Healthy,9.386902344944823e-07,3.701465867974551e-07,0.0006279836581236702
Healthy,1.923213790974536e-06,4.868409401834897e-07,0.0008364218892957859
Healthy,1.3834724459423397e-06,3.3777844034395123e-07,0.0005449856757971574
Healthy,6.574630286924825e-07,2.713953667730808e-07,0.0004804151394498948
