Estado,Sumatoria,Mediana,Varianza
Healthy,3.1642213164287093e-07,4.350435764809283e-10,3.4504810706183887e-06
Healthy,2.896481548676578e-07,2.649844567556315e-10,3.2297626037453453e-06
Healthy,2.5222520237486866e-07,2.641582334912973e-10,2.8431893255351345e-06
Healthy,2.676754136998031e-07,2.2132235224953628e-10,2.98410933452236e-06
Healthy,2.336659675959909e-07,2.802007891620001e-10,2.5941860359549716e-06
Healthy,7.202311404724208e-08,3.8513745697095186e-11,8.058342788766115e-07
Healthy,6.966183888063677e-08,3.0922968939612264e-11,7.815465068131315e-07
Healthy,6.22271911226987e-08,4.4396230194915914e-11,6.93426289352722e-07
Healthy,1.236072807941501e-07,6.68105034851479e-11,1.3496238792299835e-06
Healthy,6.335485039588444e-08,3.0989765271648673e-11,6.955249356619509e-07
Healthy,7.32904830834223e-08,4.144299474046082e-11,8.212456706039783e-07
Healthy,6.6556035892175e-08,4.356550777986219e-11,7.477314366590817e-07
Healthy,9.686458923226204e-08,6.296422085503763e-11,1.0831249187317181e-06
Healthy,8.759792533265147e-08,3.599044031058368e-11,9.557573401428738e-07
Healthy,1.3074477812617327e-07,7.659764397864946e-11,1.4469455183272186e-06
Healthy,6.668493054543589e-07,5.944386618494826e-10,7.606855709201382e-06
Healthy,5.199854467632368e-07,7.145590017681112e-10,6.0940494405659105e-06
Healthy,6.850385819665196e-07,4.998968221122496e-09,8.272477312295562e-06
Healthy,8.136409605272942e-07,5.922193472420182e-09,9.559184053122882e-06
Healthy,5.883784523022738e-07,4.478651409928176e-09,7.0355509902945425e-06
Healthy,6.445549209121231e-07,5.151196745930971e-09,7.70402999575809e-06
Healthy,5.674930117390124e-07,3.598016580865654e-09,6.834485877893271e-06
Healthy,5.103107581448458e-07,2.991087745621537e-09,6.012383802909988e-06
Healthy,1.104642738033641e-06,8.878033644309618e-09,1.3174052950321736e-05
Healthy,2.1716060126780072e-07,6.569430541201124e-10,2.3927164403054828e-06
Healthy,1.7430333309799175e-07,3.878175721299143e-10,1.970067487413781e-06
Healthy,1.7579403215141739e-07,4.962122624765299e-10,1.9817893796225535e-06
Healthy,2.1535960206760435e-07,6.444847943925641e-10,2.454052578762922e-06
Healthy,1.7497118151590512e-07,6.062439235539186e-10,1.9548215717902545e-06
Healthy,2.3885264580799935e-07,4.2258696491737464e-10,2.7146773598411403e-06
Healthy,4.795448538281965e-07,1.7560749760487824e-09,5.52171463462735e-06
Healthy,6.435646725699107e-07,1.8975206905026117e-09,7.216913267037474e-06
