Estado,Sumatoria,Mediana,Varianza
Healthy,3.0260238775043096e-07,4.350435764809283e-10,3.4504810706183887e-06
Healthy,2.7941937240872246e-07,2.649844567556315e-10,3.2297626037453453e-06
Healthy,2.446223067995332e-07,2.641582334912973e-10,2.8431893255351345e-06
Healthy,2.5943802741246395e-07,2.2132235224953628e-10,2.98410933452236e-06
Healthy,2.2612855322974055e-07,2.802007891620001e-10,2.5941860359549716e-06
Healthy,7.098353219471726e-08,3.8513745697095186e-11,8.058342788766115e-07
Healthy,6.867530661226837e-08,3.0922968939612264e-11,7.815465068131315e-07
Healthy,6.154392192312531e-08,4.4396230194915914e-11,6.93426289352722e-07
Healthy,1.2177523554969158e-07,6.68105034851479e-11,1.3496238792299835e-06
Healthy,6.276458613950762e-08,3.0989765271648673e-11,6.955249356619509e-07
Healthy,7.220562621068987e-08,4.144299474046082e-11,8.212456706039783e-07
Healthy,6.554281549156674e-08,4.356550777986219e-11,7.477314366590817e-07
Healthy,9.471754595412832e-08,6.296422085503763e-11,1.0831249187317181e-06
Healthy,8.59248484822776e-08,3.599044031058368e-11,9.557573401428738e-07
Healthy,1.2830982112804777e-07,7.659764397864946e-11,1.4469455183272186e-06
Healthy,6.467364565070736e-07,5.944386618494826e-10,7.606855709201382e-06
Healthy,5.042547543231327e-07,7.145590017681112e-10,6.0940494405659105e-06
Healthy,5.641145264220271e-07,4.998968221122496e-09,8.272477312295562e-06
Healthy,6.649904569612304e-07,5.922193472420182e-09,9.559184053122882e-06
Healthy,4.7121772429877807e-07,4.478651409928176e-09,7.0355509902945425e-06
Healthy,5.287346837079364e-07,5.151196745930971e-09,7.70402999575809e-06
Healthy,4.4861585161751824e-07,3.598016580865654e-09,6.834485877893271e-06
Healthy,4.312107023760633e-07,2.991087745621537e-09,6.012383802909988e-06
Healthy,8.763946179045831e-07,8.878033644309618e-09,1.3174052950321736e-05
Healthy,2.0556084070392358e-07,6.569430541201124e-10,2.3927164403054828e-06
Healthy,1.65997906352595e-07,3.878175721299143e-10,1.970067487413781e-06
Healthy,1.6664973192797616e-07,4.962122624765299e-10,1.9817893796225535e-06
Healthy,2.0229645748050272e-07,6.444847943925641e-10,2.454052578762922e-06
Healthy,1.6030884691270646e-07,6.062439235539186e-10,1.9548215717902545e-06
Healthy,2.2830544728424788e-07,4.2258696491737464e-10,2.7146773598411403e-06
Healthy,4.4739869986564987e-07,1.7560749760487824e-09,5.52171463462735e-06
Healthy,6.014454964189901e-07,1.8975206905026117e-09,7.216913267037474e-06
Healthy,4.188417677638698e-07,1.63114445348946e-09,5.200901440064722e-06
Healthy,3.6113786463318905e-07,1.0640242739837016e-09,4.5844092133709165e-06
Healthy,1.3552264910848744e-06,8.559396061975662e-09,1.7593433872278205e-05
Healthy,1.0165492390410493e-06,8.915542598827091e-09,1.4057770788345725e-05
Healthy,9.369846087247018e-07,6.164402130970294e-09,1.2636766507768343e-05
Healthy,6.549031826000133e-07,4.902300442024878e-09,9.232353190378593e-06
